MOF_name,average_energy
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ABEFUL\ABEFUL_w_CO2,-0.3036845850000134
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ABESUX\ABESUX_w_CO2,-0.5914658000000372
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ABEXEM\ABEXEM_w_CO2,-0.46665692374998
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ABEXIQ\ABEXIQ_w_CO2,0.526259147500042
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ABEXOW\ABEXOW_w_CO2,-0.30318775124979425
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ABEYAJ\ABEYAJ_w_CO2,-0.3962696950000293
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ABEYIR\ABEYIR_w_CO2,-0.3939730137500703
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ABIXOZ\ABIXOZ_w_CO2,3.443304410000087
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ABULOB\ABULOB_w_CO2,0.14434293714279128
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ABUWOJ\ABUWOJ_w_CO2,-0.3477569483333885
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ac403674p_si_001\ac403674p_si_001_w_CO2,-0.11835045600005287
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ACAJIY\ACAJIY_w_CO2,-0.30285370285706187
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ACAJIZ\ACAJIZ_w_CO2,-0.460790441666821
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ACAJOF\ACAJOF_w_CO2,-0.24876903500016093
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ACIBOE\ACIBOE_w_CO2,-0.19850487400012753
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ACODON\ACODON_w_CO2,-0.21275813833335633
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ACOGAB\ACOGAB_w_CO2,-0.22545967428569774
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ACOGEF\ACOGEF_w_CO2,-0.36283375428567005
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ACOLIP\ACOLIP_w_CO2,-0.41160500285710505
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\acs.cgd.5b01686_WAHFUJ1434675\acs.cgd.5b01686_WAHFUJ1434675_w_CO2,-0.17336743285730855
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\acs.chemrev.6b00346_cr6b00346_si_001\acs.chemrev.6b00346_cr6b00346_si_001_w_CO2,-0.06323445500004254
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\acs.inorgchem.5b02108_ic5b02108_si_002\acs.inorgchem.5b02108_ic5b02108_si_002_w_CO2,-0.30913047285717504
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\acs.inorgchem.5b02973_ic5b02973_si_002\acs.inorgchem.5b02973_ic5b02973_si_002_w_CO2,-0.045565498333606534
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\acs.inorgchem.6b00433_ic6b00433_si_002\acs.inorgchem.6b00433_ic6b00433_si_002_w_CO2,-0.45485139875009395
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\acs.inorgchem.6b02407_ic6b02407_si_003\acs.inorgchem.6b02407_ic6b02407_si_003_w_CO2,-0.3992078128572497
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\acs.inorgchem.6b02514_ic6b02514_si_002\acs.inorgchem.6b02514_ic6b02514_si_002_w_CO2,0.25555174499993427
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\acs.jchemed.6b00258_ed6b00258_si_005\acs.jchemed.6b00258_ed6b00258_si_005_w_CO2,-0.20607358857169597
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\acs.jpcc.6b08594_UiO66_Ce2Zr4_opt\acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_w_CO2,-0.2075753850001547
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\acs.jpcc.6b08594_Zn2Cd6MOF5_opt\acs.jpcc.6b08594_Zn2Cd6MOF5_opt_w_CO2,-0.0901766874999339
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\acscombsci.5b00188_24205\acscombsci.5b00188_24205_w_CO2,-0.21923884142858338
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\acscombsci.5b00188_5013797\acscombsci.5b00188_5013797_w_CO2,-0.29496219333339013
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\acscombsci.5b00188_5020072\acscombsci.5b00188_5020072_w_CO2,-0.4288671559999557
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\acscombsci.5b00188_5024922\acscombsci.5b00188_5024922_w_CO2,-0.6755888440000035
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\acscombsci.5b00188_5036495\acscombsci.5b00188_5036495_w_CO2,-0.17533682666665604
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\acscombsci.5b00188_5040209\acscombsci.5b00188_5040209_w_CO2,-0.39547891833340526
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\acscombsci.5b00188_8372\acscombsci.5b00188_8372_w_CO2,-0.2480136040000275
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ACUBAB\ACUBAB_w_CO2,-0.2929165666666525
C:\Users\samys\OneDrive\Рабочий стол\AXL_DATA\DATA\pristine_CO2\ACUTOI\ACUTOI_w_CO2,-0.35756044833332606
