MOF_name,average_energy
ABEFUL_w_CO2,-0.3036845850000134
ABESUX_w_CO2,-0.5914658000000372
ABEXEM_w_CO2,-0.46665692374998
ABEXIQ_w_CO2,0.526259147500042
ABEXOW_w_CO2,-0.30318775124979425
ABEYAJ_w_CO2,-0.3962696950000293
ABEYIR_w_CO2,-0.3939730137500703
ABIXOZ_w_CO2,3.443304410000087
ABULOB_w_CO2,0.14434293714279128
ABUWOJ_w_CO2,-0.3477569483333885
ac403674p_si_001_w_CO2,-0.11835045600005287
ACAJIY_w_CO2,-0.30285370285706187
ACAJIZ_w_CO2,-0.460790441666821
ACAJOF_w_CO2,-0.24876903500016093
ACIBOE_w_CO2,-0.19850487400012753
ACODON_w_CO2,-0.21275813833335633
ACOGAB_w_CO2,-0.22545967428569774
ACOGEF_w_CO2,-0.36283375428567005
ACOLIP_w_CO2,-0.41160500285710505
acs.cgd.5b01686_WAHFUJ1434675_w_CO2,-0.17336743285730855
acs.chemrev.6b00346_cr6b00346_si_001_w_CO2,-0.06323445500004254
acs.inorgchem.5b02108_ic5b02108_si_002_w_CO2,-0.30913047285717504
acs.inorgchem.5b02973_ic5b02973_si_002_w_CO2,-0.045565498333606534
acs.inorgchem.6b00433_ic6b00433_si_002_w_CO2,-0.45485139875009395
acs.inorgchem.6b02407_ic6b02407_si_003_w_CO2,-0.3992078128572497
acs.inorgchem.6b02514_ic6b02514_si_002_w_CO2,0.25555174499993427
acs.jchemed.6b00258_ed6b00258_si_005_w_CO2,-0.20607358857169597
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_w_CO2,-0.2075753850001547
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_w_CO2,-0.0901766874999339
acscombsci.5b00188_24205_w_CO2,-0.21923884142858338
acscombsci.5b00188_5013797_w_CO2,-0.29496219333339013
acscombsci.5b00188_5020072_w_CO2,-0.4288671559999557
acscombsci.5b00188_5024922_w_CO2,-0.6755888440000035
acscombsci.5b00188_5036495_w_CO2,-0.17533682666665604
acscombsci.5b00188_5040209_w_CO2,-0.39547891833340526
acscombsci.5b00188_8372_w_CO2,-0.2480136040000275
ACUBAB_w_CO2,-0.2929165666666525
ACUTOI_w_CO2,-0.35756044833332606
ADABUE_w_CO2,-0.16335181142863217
ADAXEK_w_CO2,-0.07434234333336083
ADAXIO_w_CO2,-0.0454166100000748
ADIQEL_w_CO2,-0.2910039950000491
ADOBAX_charged_w_CO2,-0.35877371166619315
ADOBEB_charged_w_CO2,-0.07963070428565645
ADOBOL_charged_w_CO2,0.20590818714260553
ADOCEC_w_CO2,-0.40423997750025364
ADODAA_charged_w_CO2,-0.2565748340002756
ADODII_w_CO2,-0.2546053199999581
ADODOO_w_CO2,-0.3262214450000253
ADODUU_w_CO2,-0.2382540149998249
ADUWIH_w_CO2,-0.5183984539999074
AFEJOK_ion_b_w_CO2,-0.49405250833342507
AFENEE_w_CO2,-0.3448963699999175
AFIPAH_w_CO2,-0.4206844950000175
AFITEP_w_CO2,-0.23775033142851498
AFITUF_w_CO2,-0.2895839285713789
AFIXAO_w_CO2,-0.30560869333339724
AFOTOF_w_CO2,3.0593395133332706
AFOTUL_w_CO2,-0.04413915857134855
AFOVAT_w_CO2,-0.0703184499999127
AFOVEX_w_CO2,-0.24049156749994438
AFOVIB_w_CO2,-0.007592531249926537
AFOVOH_w_CO2,0.09510067333326333
AFOYIE_w_CO2,1.0321019340001159
AFOYOK_w_CO2,-0.6997180283332985
AGABIU_w_CO2,-0.3898347999999032
AGARUW_w_CO2,0.2837663783333066
AGONAM_w_CO2,-0.0072716757142318655
AGONEQ_w_CO2,-0.06465143799991893
AHAMAY_w_CO2,-0.14191664399997989
AHOKIR_w_CO2,-0.6627686966666602
AHOKIR01_w_CO2,-0.3076513050000121
AHOKOX_w_CO2,-0.258760164285718
AJAKON_w_CO2,-0.44475040142853167
AJOTEY_w_CO2,-0.17925776400002177
AJOVEB_w_CO2,-0.37359551142861036
AKEDIF_w_CO2,-0.4090473628571739
AKOBAF_w_CO2,-0.33599342166651996
AKUKUO_w_CO2,-0.21659075833326824
ALAMUW_w_CO2,-0.09135877666669028
ALEQIT_w_CO2,-0.32482082000005147
ALIXAU_clean_h_w_CO2,-0.3199901025003271
ALIXOJ_w_CO2,-0.292756333333197
ALIXUP_w_CO2,-0.36764667800025563
ALOLIY_w_CO2,-0.42432282571404095
ALUJEX_w_CO2,0.8376287485714004
ALUKIC_w_CO2,-0.09602411666666437
ALULAV_w_CO2,-0.2174385650002364
ALULID_w_CO2,-0.14680394749990455
am301365h_si_002_w_CO2,0.06454829500000869
AMAFOK_w_CO2,-0.3279646249999549
AMAGAX_w_CO2,-0.13604587333323556
AMILUE_w_CO2,-0.33535209571440255
AMIMEP_w_CO2,-0.34557861285725266
AMIWID_w_CO2,-0.4414815514286537
AMIWOJ_w_CO2,-0.36437153625004726
AMIWUP_w_CO2,-0.27434999875018207
AMIXAW_w_CO2,-0.3077145049998933
AMOYOR_w_CO2,0.010228183750072617
AMUFOF_w_CO2,-0.130004751428487
AMUWUB_w_CO2,-0.03471663999998782
AMUXAI_w_CO2,-0.20214701999998397
ANENEN_w_CO2,-0.2767454799999314
ANENIR_w_CO2,-0.27159487499992946
ANOMUM_w_CO2,-0.23208509833331922
ANONAT_manual_w_CO2,-0.14808537166663882
ANUGIA_w_CO2,-0.16532176600007914
ANUGOG_w_CO2,-0.3919458740001119
APACAX_w_CO2,-0.16506891571439805
APARAM_w_CO2,-0.28385439374997645
APAYOH_w_CO2,-0.2654629616663442
APAYUN_w_CO2,-0.17259112666670262
APAZIC_w_CO2,-0.23972611999981078
APAZOI_w_CO2,-0.19825360833332675
APEBED_w_CO2,-0.34422269625001434
APEBEE_w_CO2,-0.2827976371428674
AQEQES_w_CO2,0.0016062959999317173
AQEQIW_w_CO2,-0.26172586499995987
AQIQAU_w_CO2,-0.5368318299998464
AQOLEZ_w_CO2,1.795264171428471
AQOTIK_w_CO2,0.9043869099999468
AQUCOF_w_CO2,-0.1577418183332687
AQUCOG_w_CO2,-0.20831908400023166
AQUCUM_w_CO2,-0.20926382000006924
AQUDAS_w_CO2,-0.3780483114284477
AQUDAT_w_CO2,-0.4026913885715138
AQUDEX_w_CO2,-0.3637684600001713
AQUDIB_w_CO2,-0.2523208720000639
AQUDOH_w_CO2,-0.3418633742856595
ARADEE_w_CO2,-0.3939084350002228
ARAFEF_w_CO2,1.3352335760000416
ARAFIJ_w_CO2,1.7492311160000553
ARAFOP_w_CO2,0.6592821899999421
ARAGOR_w_CO2,-0.4201613200002359
ARINOF_w_CO2,-0.02474148833325292
ARINUL_w_CO2,0.4550360149999051
AROFAP_w_CO2,-0.3039183857143663
AROFET_w_CO2,-0.14871130428566307
ARUYES_w_CO2,-0.1726944066666268
ARUYOB_w_CO2,0.818866405000108
ARUYUH_w_CO2,-0.07768294571415676
ARUYUH01_w_CO2,-0.3181777014285509
ASACON_w_CO2,0.33643932571408186
ASADAA_w_CO2,-0.36880792833320203
ASEJOZ_w_CO2,0.5201537485713094
ASEJOZ01_w_CO2,0.8635195342855175
ASEKAM_w_CO2,0.7001206199999691
ASINAT_w_CO2,-0.3030758449996635
ASIQEA_w_CO2,0.14315216333314615
ASIQIE_w_CO2,-0.46063610000017735
ASOHUL_w_CO2,-0.18192615499995668
ASOSUY_w_CO2,-0.1599324416666074
ASOVEL_w_CO2,-0.5500920883335235
ASUWUI_w_CO2,-0.11634377714264181
ATAFIK_w_CO2,-0.17249895800009654
ATAYAX_w_CO2,-0.22634936833340666
ATAYEB_w_CO2,-0.5552122039997812
ATEYED_w_CO2,-0.2544353060001413
ATIBAG_w_CO2,-0.3085341866667098
ATIBOU_w_CO2,-0.37591516166658795
ATIBOU01_w_CO2,-0.047037258333375576
ATIBOU02_w_CO2,-0.11598741166663255
ATIBUA_w_CO2,-0.08511762166674923
ATICAH_w_CO2,0.13233714666680876
ATICEL_w_CO2,-0.23317571166662296
ATIXAE_w_CO2,0.1166572049998346
ATIXUX_w_CO2,-0.026230182857001898
ATOGEV_w_CO2,2.9462532150000507
ATOWIQ_w_CO2,-0.3469826116666089
ATOWOW_w_CO2,-0.20626564499999253
ATULIM_w_CO2,-0.0830310612499261
