mof_name,atomic_number_mean,atomic_number_gmean,atomic_number_std,atomic_number_max,atomic_number_min,group_mean,group_gmean,group_std,group_max,group_min,period_mean,period_gmean,period_std,period_max,period_min,electronegativity_mean,electronegativity_gmean,electronegativity_std,electronegativity_max,electronegativity_min,electron_affinity_mean,electron_affinity_gmean,electron_affinity_std,electron_affinity_max,electron_affinity_min,melting_point_mean,melting_point_gmean,melting_point_std,melting_point_max,melting_point_min,boiling_point_mean,boiling_point_gmean,boiling_point_std,boiling_point_max,boiling_point_min,density_mean,density_gmean,density_std,density_max,density_min,ionization_energy_mean,ionization_energy_gmean,ionization_energy_std,ionization_energy_max,ionization_energy_min,energy
ABEFUL_w_H2O,6.033149171270718,4.108366978361422,7.098284402863538,65.0,1.0,10.696132596685082,6.823751451898345,6.154676294640554,16.0,1.0,1.8121546961325967,1.701874908896554,0.6796702957138384,6.0,1.0,2.583204419889503,2.54888399339608,0.4195560758157903,3.44,1.1,1.113943888524862,,0.4203566063402636,2.07710426,-0.07,1896.9048618784525,336.34284097294426,1859.821865740009,3800.0,14.01,2182.523977900553,443.14141443949546,2094.2953069459377,4300.0,20.28,2363.408163265306,2299.896913655067,849.3438984843211,8219.0,1960.0,12.27712248058066,12.1830794491349,1.4406302914528122,14.53413,5.8638,-0.4969990399999157
ABESUX_w_H2O,25.262135922330096,13.612032250437512,32.87368031683946,92.0,1.0,13.029126213592232,10.844767211505586,5.339823477464203,16.0,1.0,3.1067961165048543,2.680297587597869,1.9504175373703976,7.0,1.0,2.8217475728155343,2.6625595928129706,0.8451855971099309,3.44,1.38,1.113845240533981,0.964746029340379,0.4727415093861948,1.461112979,0.314979,357.017669902913,131.6269452408131,523.0165870881418,1405.3,14.01,958.2869902912624,244.61276859311184,1599.7066712714427,4200.0,20.28,11393.555555555557,6713.638500839659,8560.165121864195,19050.0,1823.0,11.689693399994209,11.221229207789252,2.916627495059428,13.618055,6.19405,1.807776578000039
ABEXEM_w_H2O,8.938775510204081,6.095507116614604,11.722543250904735,57.0,1.0,12.585034013605442,9.816784268703769,5.169038565605853,16.0,1.0,2.095238095238096,1.9504506324982973,0.9920317455237934,6.0,1.0,2.7782312925170074,2.6944175825463463,0.6062168856854501,3.44,1.1,1.0829203075306124,,0.482536102459887,1.461112979,-0.07,1539.388979591837,279.91172450776645,1791.6884249144516,3800.0,14.01,1882.7659863945576,394.4362885567558,2065.155482336056,4300.0,20.28,2751.875,2567.994856867494,1282.8586669524434,6146.0,2267.0,12.379550515609768,12.149593906076356,2.0479635524892457,14.53413,5.5769,-0.6293549899999107
ABEXIQ_w_H2O,8.993197278911564,6.101279180651556,11.945737063701618,58.0,1.0,12.585034013605442,9.816784268703769,5.169038565605853,16.0,1.0,2.095238095238096,1.9504506324982973,0.9920317455237934,6.0,1.0,2.7793197278911568,2.6970610214336634,0.6032132325277062,3.44,1.12,1.0852394405918369,,0.4801017752238188,1.461112979,-0.07,1532.5862585034015,278.23071993407154,1793.2273281229063,3800.0,14.01,1876.7795918367344,393.79650800469375,2059.9071928496137,4300.0,20.28,2819.75,2595.3159130774,1462.4390371909524,6689.0,2267.0,12.377466161868272,12.145038212930343,2.0548937828147618,14.53413,5.5386,0.394688872000188
ABEXOW_w_H2O,9.047619047619047,6.106957898478281,12.16906602005485,59.0,1.0,12.585034013605442,9.816784268703769,5.169038565605853,16.0,1.0,2.095238095238096,1.9504506324982973,0.9920317455237934,6.0,1.0,2.779863945578231,2.698366046374182,0.6017186116546864,3.44,1.13,1.0585223973265303,,0.5184783109381367,1.461112979,-0.07,1540.2053061224492,280.10212854602247,1791.533828163308,3800.0,14.01,1872.9700680272108,393.3797679993087,2056.718033768666,4300.0,20.28,2813.625,2592.931776381775,1446.2338104106818,6640.0,2267.0,12.37374371288868,12.13682758450082,2.067303528334961,14.53413,5.4702,-0.5674577799996428
ABEYAJ_w_H2O,9.210884353741497,6.123463779724829,12.839793210722236,62.0,1.0,12.585034013605442,9.816784268703769,5.169038565605853,16.0,1.0,2.095238095238096,1.9504506324982973,0.9920317455237934,6.0,1.0,2.7820408163265307,2.703479220807348,0.5957890084180091,3.44,1.17,1.0613939837210884,,0.5133333317279718,1.461112979,-0.07,1547.6610884353745,281.74451878086063,1790.4205120722777,3800.0,14.01,1792.0448979591836,381.9841126255233,2017.5093545854888,4300.0,20.28,2902.75,2626.202139812113,1682.0363960093134,7353.0,2267.0,12.383186433977118,12.157470442474157,2.0359068358388663,14.53413,5.64371,-0.5796086783332157
ABEYIR_w_H2O,9.319727891156464,6.134053170498245,13.28749931406188,64.0,1.0,12.585034013605442,9.816784268703769,5.169038565605853,16.0,1.0,2.095238095238096,1.9504506324982973,0.9920317455237934,6.0,1.0,2.783673469387756,2.707206749699669,0.5913941577664968,3.44,1.2,1.0641313986870748,,0.5086425846233489,1.461112979,-0.07,1560.7223129251702,284.2733371914623,1789.7697350214446,3800.0,14.01,1870.7931972789115,393.1381414169593,2054.94852807743,4300.0,20.28,2971.25,2649.9052027266366,1863.2703608172376,7901.0,2267.0,12.410728746902285,12.214422917627504,1.945984433794279,14.53413,6.1498,-0.4976270300000124
ABIXOZ_w_H2O,14.5,10.940720544714754,12.480497606779169,42.0,1.0,13.705128205128204,12.451625415802994,4.227835035349362,16.0,1.0,2.6153846153846154,2.4219854864066126,1.1348869731451656,5.0,1.0,3.0230769230769234,2.9531190321590626,0.6095233692587871,3.44,1.88,1.229152225089744,1.1732526069617242,0.3381069056477281,1.461112979,0.66225547,583.6771794871798,133.328667094169,1040.286487362727,2896.0,14.01,996.989230769231,221.7249370406373,1774.3685537278843,4912.0,20.28,7158.434782608696,5527.621447688446,3921.867876031909,10280.0,1823.0,12.071787976915438,11.741857118961612,2.536142657043072,13.618055,7.09243,2.283969556666724
ABULOB_w_H2O,7.347368421052631,5.4945549373178055,4.374010374816545,15.0,1.0,11.221052631578948,7.197402352650047,6.6872682604112414,16.0,1.0,1.9789473684210528,1.87780377819328,0.597872497733176,3.0,1.0,2.7583157894736843,2.652860779190413,0.7290493487471115,3.44,1.57,0.9565873173789478,,0.6495282674278304,1.461112979,-0.52,281.41242105263166,86.8374063513547,496.7411729212619,1560.0,14.01,489.35621052631546,141.88840413800017,874.9089239640635,2742.0,20.28,1833.7142857142856,1833.672604054393,12.371791482634835,1848.0,1823.0,12.544377703101429,12.419277598492933,1.6820447994884544,13.618055,9.322699,0.0842807599999332
ABUWOJ_w_H2O,6.916299559471366,4.57053831558575,6.866701139894276,30.0,1.0,11.039647577092513,7.296723459274692,5.9752216598724335,16.0,1.0,1.8854625550660795,1.7592712918615072,0.7241036580688666,4.0,1.0,2.620616740088105,2.567319641120189,0.5313216571269274,3.44,1.65,1.0496499184096917,,0.5295281242085987,1.461112979,-0.62,1673.2117180616738,277.7561362426075,1828.0508202348656,3800.0,14.01,1929.505022026432,378.4955540791451,2048.624081515036,4300.0,20.28,2963.1428571428573,2670.7277499206134,1705.1947880832035,7140.0,2267.0,12.318207673051612,12.23690162941336,1.3852723045667534,13.618055,9.394197,-0.4918754879999142
ACAJIY_w_H2O,4.863049095607235,3.316310319299889,4.17750268551824,30.0,1.0,9.44186046511628,5.296630404295706,6.589758293604319,16.0,1.0,1.6537467700258397,1.55643237407873,0.5651417402037963,4.0,1.0,2.5886304909560724,2.559523588786659,0.3855730798398339,3.44,1.65,0.5461618752170542,,0.5477689532183732,1.461112979,-0.62,923.3476485788112,96.20478980536396,1585.7390995774117,3800.0,14.01,1054.9636175710596,124.01679197125672,1791.9381579028206,4300.0,20.28,2571.5625,2435.5213352258224,1179.5654903792963,7140.0,2267.0,13.33771402727776,13.264717783833223,1.3428411420385864,14.53413,9.394197,-0.3016801060003672
ACAJIZ_w_H2O,5.012765957446809,3.1387935901910744,5.2967118270929765,29.0,1.0,8.791489361702128,4.718091672627844,6.652077896040696,16.0,1.0,1.651063829787234,1.5337052783039522,0.6568371476088647,4.0,1.0,2.523574468085106,2.490623634787737,0.4291555163579535,3.44,1.9,1.0320039093404256,,0.347314147401336,1.461112979,-0.07,1484.8848510638302,170.09371488049726,1807.1618082213647,3800.0,14.01,1742.9060425531911,231.13633090484345,2058.2290724665386,4300.0,20.28,2821.4166666666665,2541.134376146425,1838.7920608528727,8920.0,2267.0,12.557582254343812,12.460030323193276,1.4722426275645966,14.53413,7.72638,-0.3694647625001153
ACAJOF_w_H2O,4.898785425101215,3.056540633981868,5.216941274118518,29.0,1.0,8.623481781376519,4.566606219574092,6.669157910068195,16.0,1.0,1.6356275303643724,1.5191231895660335,0.6526386111876381,4.0,1.0,2.513522267206477,2.4815814251529487,0.4225258328950854,3.44,1.9,1.0267326747327936,,0.34365120554208,1.461112979,-0.07,1474.7369230769232,164.97515718945212,1806.636800136524,3800.0,14.01,1728.5229149797572,223.97533460857568,2057.2528643126684,4300.0,20.28,2799.24,2529.557680291816,1804.913655109296,8920.0,2267.0,12.570285257361988,12.474893095476892,1.4575242918981126,14.53413,7.72638,-0.4740832075001435
ACIBOE_w_H2O,7.619631901840491,5.573283449770988,6.7134226767188485,30.0,1.0,12.429447852760736,9.489377985882363,5.107397888559883,16.0,1.0,1.987730061349693,1.884406782059143,0.6736743862333401,4.0,1.0,2.717300613496933,2.658706977537678,0.5556404157318973,3.44,1.65,1.10724472895092,,0.5392855770603692,1.461112979,-0.62,1749.5755828220856,345.6295534676097,1831.3167545239464,3800.0,14.01,2018.821349693252,473.5325676190631,2048.6437855863305,4300.0,20.28,2963.1428571428573,2670.727749920604,1705.1947880832035,7140.0,2267.0,12.262498862529153,12.180719764526584,1.3897888661790256,13.618055,9.394197,-0.345155949999878
ACODON_w_H2O,6.435754189944134,4.047112031510377,9.349218344282832,65.0,1.0,10.368715083798882,6.450384299036811,6.274745339473733,16.0,1.0,1.8212290502793296,1.691129512916781,0.7990194046382624,6.0,1.0,2.5719553072625705,2.524916307506356,0.4806386326641493,3.44,1.1,1.1144644199608935,1.0490716772558168,0.3081515146559074,1.461112979,0.131318,1883.3637988826813,317.08110672165185,1858.158804325624,3800.0,14.01,2179.012067039106,422.9560468835808,2101.8948082300512,4300.0,20.28,2501.3829787234044,2372.608594370805,1208.6999971517046,8219.0,1823.0,12.236319140695551,12.121368786309391,1.524638749717876,13.618055,5.8638,-0.2385061424998866
ACOGAB_w_H2O,5.27683615819209,3.1315985815744405,7.014687991437943,48.0,1.0,8.847457627118644,4.732782118130562,6.68537545308934,17.0,1.0,1.6610169491525424,1.536296645317457,0.7037471014246337,5.0,1.0,2.514915254237288,2.489659830761249,0.3673852004007821,3.44,1.69,0.9043540179378532,,0.6055459840669972,3.3635883,-0.72,1403.9253107344632,155.69001344761998,1804.604345726435,3800.0,14.01,1597.611073446328,202.6782964606863,2037.0071411781328,4300.0,20.28,2460.4242424242425,2360.8842202821425,1094.1727477124202,8650.0,2267.0,12.78851461795451,12.717509875307009,1.323275574539103,14.53413,8.99382,-0.4696281159999216
ACOGEF_w_H2O,5.68361581920904,3.161102519441965,8.974629176002505,53.0,1.0,8.847457627118644,4.732782118130562,6.68537545308934,17.0,1.0,1.6836158192090396,1.5440634366326558,0.7893445964552759,5.0,1.0,2.508135593220339,2.4836545904841074,0.3618352837617284,3.44,1.69,0.8974717182090395,,0.5786917535251106,3.059046537,-0.72,1406.660903954802,157.0160661039034,1802.9679999755697,3800.0,14.01,1600.4449717514126,204.151258087296,2035.330982156636,4300.0,20.28,2602.114285714286,2462.6215505864893,1208.3281430242732,8650.0,2267.0,12.757722527559029,12.682338529427437,1.360915956816998,14.53413,8.99382,-0.5331784919998881
ACOLIP_w_H2O,4.819047619047619,3.2517063003056745,4.420258454802867,30.0,1.0,9.276190476190475,5.200642889844412,6.525401265669762,16.0,1.0,1.6571428571428573,1.556273085558141,0.5827450872677469,4.0,1.0,2.5224761904761905,2.494179271088436,0.3899982440800054,3.44,1.65,0.9229639932857142,,0.4723624820327337,1.461112979,-0.62,1621.6139047619045,204.82380397438865,1852.367645452446,3800.0,14.01,1847.2057142857143,266.98498251370995,2089.011115675301,4300.0,20.28,2478.8695652173915,2382.94720089201,993.75634772259,7140.0,2267.0,12.629354714172193,12.557374834537557,1.331120861136455,14.53413,9.394197,-0.5108190739999372
ACUBAB_w_H2O,13.432098765432098,11.03336360820649,8.750221544433328,30.0,1.0,14.716049382716047,14.00254774591764,2.6907916495457336,17.0,1.0,2.54320987654321,2.4182177115680137,0.8322123232766773,4.0,1.0,2.8637037037037043,2.7464615739704707,0.7564217982712178,3.44,1.65,0.9798479781604936,,0.908941383110173,3.61272528,-0.62,221.5666666666667,116.68534485868892,251.29395085397988,692.68,14.01,375.5380246913579,193.4436686121691,430.3157361333645,1180.0,20.28,4861.285714285715,3977.3450077356288,2631.232612526777,7140.0,1823.0,12.303261903696349,12.159354501533754,1.805153801250953,13.618055,9.394197,-0.4185279424999777
ACUTOI_w_H2O,6.828685258964144,4.265726895946435,8.235970436349811,48.0,1.0,10.239043824701197,6.102880200372658,6.500890950437011,16.0,1.0,1.8645418326693224,1.72261571226469,0.7918771442570123,5.0,1.0,2.5864541832669325,2.512475230744333,0.5740786632908828,3.44,0.93,1.0551430984501993,,0.5112924243395308,2.07710426,-0.72,1393.993386454183,198.6579234409814,1772.2086700672244,3800.0,14.01,1629.370358565737,280.7067132661874,1980.7454259270544,4300.0,20.28,2608.214285714286,2323.1625055443988,1709.1008153233015,8650.0,968.0,12.29336627513127,12.102286369185212,1.87945139153669,14.53413,5.13907696,-0.4022087149998583
